timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1664723548292,0.27075195,-0.054504395,-0.94854736,-0.484375,-0.234375,-0.015625,Respeck,Lying down on stomach,8,s1923493,,Respeck_s1923493_Lying down on stomach_02-10-2022_16-12-59
1664723548325,0.2763672,-0.054504395,-0.9553833,-0.59375,-0.03125,0.0,Respeck,Lying down on stomach,8,s1923493,,Respeck_s1923493_Lying down on stomach_02-10-2022_16-12-59
1664723548378,0.27490234,-0.058410645,-0.9578247,-0.5,0.71875,-0.109375,Respeck,Lying down on stomach,8,s1923493,,Respeck_s1923493_Lying down on stomach_02-10-2022_16-12-59
1664723548409,0.27563477,-0.05596924,-0.9524536,-0.390625,0.0625,0.0,Respeck,Lying down on stomach,8,s1923493,,Respeck_s1923493_Lying down on stomach_02-10-2022_16-12-59
1664723548454,0.27929688,-0.054748535,-0.94610596,-0.421875,0.078125,-0.078125,Respeck,Lying down on stomach,8,s1923493,,Respeck_s1923493_Lying down on stomach_02-10-2022_16-12-59
1664723548497,0.27441406,-0.058166504,-0.9512329,-0.515625,0.078125,-0.015625,Respeck,Lying down on stomach,8,s1923493,,Respeck_s1923493_Lying down on stomach_02-10-2022_16-12-59
1664723548530,0.2709961,-0.05255127,-0.9507446,-0.515625,-0.25,-0.078125,Respeck,Lying down on stomach,8,s1923493,,Respeck_s1923493_Lying down on stomach_02-10-2022_16-12-59
1664723548573,0.27319336,-0.054992676,-0.9487915,-0.34375,-0.078125,-0.0625,Respeck,Lying down on stomach,8,s1923493,,Respeck_s1923493_Lying down on stomach_02-10-2022_16-12-59
1664723548608,0.27685547,-0.050598145,-0.94903564,-0.328125,0.09375,-0.0625,Respeck,Lying down on stomach,8,s1923493,,Respeck_s1923493_Lying down on stomach_02-10-2022_16-12-59
1664723548642,0.28295898,-0.059387207,-0.95196533,-0.390625,0.25,0.046875,Respeck,Lying down on stomach,8,s1923493,,Respeck_s1923493_Lying down on stomach_02-10-2022_16-12-59
1664723548702,0.27246094,-0.057434082,-0.954895,-0.296875,0.109375,-0.234375,Respeck,Lying down on stomach,8,s1923493,,Respeck_s1923493_Lying down on stomach_02-10-2022_16-12-59
1664723548731,0.27026367,-0.058410645,-0.9470825,-0.40625,-0.046875,-0.046875,Respeck,Lying down on stomach,8,s1923493,,Respeck_s1923493_Lying down on stomach_02-10-2022_16-12-59
