timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1663934038601,-0.2614746,-0.47320557,-0.15264893,-21.671875,-16.765625,-18.296875,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934038676,-0.048583984,-0.35723877,0.07220459,0.109375,12.40625,-18.65625,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934038722,-0.1394043,-0.05206299,-0.031799316,12.5625,8.875,-16.15625,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934038726,0.060058594,-0.027648926,-0.12896729,10.71875,21.0,-27.53125,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934038766,0.17163086,-0.18829346,-0.2703247,16.5,16.203125,-14.890625,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934038811,-0.06958008,-0.7617798,-0.48223877,4.640625,13.71875,-16.484375,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934038842,0.21704102,-2.0,0.32806396,77.3125,13.921875,-17.34375,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934038934,-0.4584961,-1.6953735,0.03338623,-36.4375,-36.875,17.28125,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934038938,-0.57128906,-2.0,0.07269287,5.5625,2.625,-29.75,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934038962,-0.41967773,-1.4402466,-0.026672363,-15.6875,10.875,-0.015625,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039006,-0.24560547,-0.5803833,-0.1975708,-6.09375,0.171875,5.796875,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039036,0.18676758,-0.42755127,0.28900146,38.40625,47.625,-4.734375,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039081,-0.020507812,-0.097961426,-0.26202393,-28.828125,-15.90625,12.65625,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039126,-0.032714844,0.16912842,-0.42852783,-0.828125,-20.21875,-5.90625,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039156,0.59716797,-0.074279785,-0.2962036,-71.671875,-14.359375,7.296875,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039202,-0.8054199,-2.0,0.070007324,53.140625,13.515625,40.0,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039277,0.625,-2.0,0.5883179,-47.234375,-16.703125,-22.625,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039280,-0.8293457,-1.4297485,-0.47540283,-54.109375,-22.125,9.421875,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039321,0.006591797,-1.862854,0.496521,25.28125,57.515625,-72.1875,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039351,-0.13696289,-0.5952759,0.011169434,-28.203125,-34.5625,-16.3125,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039396,-0.14624023,-0.16265869,0.08709717,0.578125,-35.984375,-20.125,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039441,0.111328125,0.19012451,-0.09991455,10.515625,-19.78125,-10.734375,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039471,0.17919922,0.06414795,-0.26519775,2.46875,-4.546875,-8.96875,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039531,0.14428711,-0.11431885,-0.17901611,20.484375,17.484375,-3.78125,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039578,0.16088867,-0.7217407,-0.39312744,-30.546875,-17.46875,22.0625,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039591,-0.99853516,-2.0,0.12640381,71.828125,39.8125,-9.140625,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039636,-0.7890625,-2.0,0.47210693,6.8125,-4.375,31.71875,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039682,-0.41503906,-1.4060669,0.15203857,-35.0625,4.921875,-41.609375,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039711,-0.12036133,-1.5078735,0.09173584,16.765625,61.796875,5.53125,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039771,-0.16113281,-0.6699829,0.0038452148,-9.84375,29.578125,2.515625,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039802,-0.087890625,-0.206604,-0.3718872,-24.921875,-7.5,18.78125,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039846,-0.13183594,0.06414795,-0.3657837,15.640625,7.34375,30.1875,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039876,0.16064453,0.2555542,0.30413818,14.84375,15.59375,18.90625,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039907,0.35766602,0.25628662,-0.14117432,-20.96875,-15.703125,21.09375,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039951,-0.1418457,-1.0339966,0.3986206,29.8125,12.21875,-3.671875,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934039996,-0.8781738,-2.0,0.012634277,-25.265625,-28.0,0.796875,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
1663934040026,-0.07885742,-2.0,0.5001831,-8.0625,4.09375,16.671875,Respeck,Running,11,s1948094,,Respeck_s1948094_Running_23-09-2022_12-54-29
